date,precipitation,temp_max,temp_min,wind,weather
2022-05-20,5.3,29.3,23.1,3.8,rain
2022-05-21,1.4,27.6,23.0,6.3,drizzle
2022-05-22,7.7,27.3,23.8,7.9,drizzle
2022-05-23,20.0,26.5,23.4,7.6,rain
2022-05-24,16.2,26.0,22.8,5.6,rain
2022-05-25,20.6,24.3,23.5,4.6,rain
2022-05-26,8.1,27.6,23.2,6.8,drizzle
2022-05-27,22.1,26.8,22.7,6.4,rain
2022-05-28,59.6,25.6,22.8,5.0,rain
2022-05-29,5.7,26.9,21.5,5.4,rain
2022-05-30,11.6,27.4,23.8,5.3,rain
2022-05-31,30.2,26.2,22.7,4.0,rain
2022-06-01,8.7,27.3,22.1,5.2,rain
2022-06-02,5.8,26.5,23.5,4.6,rain
2022-06-03,38.9,26.9,22.3,3.6,rain
2022-06-04,17.7,26.5,23.0,5.3,rain
2022-06-05,2.8,27.4,22.9,6.3,drizzle
2022-06-06,5.2,26.7,22.3,6.6,drizzle
2022-06-07,3.2,27.0,23.0,3.8,drizzle
2022-06-08,1.4,27.3,22.4,5.2,drizzle
2022-06-09,13.9,26.1,22.5,5.0,rain
2022-06-10,2.2,27.6,23.2,4.4,drizzle
2022-06-11,28.1,25.5,22.6,3.3,rain
2022-06-12,0.0,27.5,21.8,5.2,sun
2022-06-13,0.3,27.9,22.5,4.6,drizzle
2022-06-14,0.3,27.6,22.5,5.1,drizzle
2022-06-15,1.6,26.9,21.9,5.4,drizzle
2022-06-16,0.8,27.3,22.3,3.9,drizzle
2022-06-17,0.2,27.5,22.5,4.2,drizzle
2022-06-18,0.0,28.0,21.7,4.9,sun
2022-06-19,0.5,28.0,23.2,5.5,drizzle
2022-06-20,12.3,27.5,23.0,7.0,rain
2022-06-21,1.5,28.0,23.9,7.9,drizzle
2022-06-22,61.4,24.3,23.0,6.6,rain
2022-06-23,4.1,26.9,22.7,7.2,drizzle
2022-06-24,22.0,26.7,22.2,7.9,rain
2022-06-25,0.0,27.1,21.4,5.8,sun
2022-06-26,0.0,27.1,21.5,6.3,sun
2022-06-27,1.4,27.0,22.8,8.5,drizzle
2022-06-28,1.8,27.3,23.2,6.9,drizzle
2022-06-29,19.2,25.8,22.5,6.6,rain
2022-06-30,1.2,27.1,22.6,6.1,drizzle
2022-07-01,1.9,26.9,23.4,4.9,drizzle
2022-07-02,20.5,25.8,23.4,6.8,rain
2022-07-03,26.0,26.2,23.7,7.0,rain
2022-07-04,17.8,26.0,23.1,7.7,rain
2022-07-05,0.5,27.6,24.3,7.6,drizzle
2022-07-06,7.2,27.7,23.6,6.7,rain
2022-07-07,36.1,25.2,23.1,6.2,rain
2022-07-08,21.0,26.5,23.0,7.9,rain
2022-07-09,5.8,26.8,23.0,8.1,drizzle
2022-07-10,2.1,27.2,24.1,8.4,drizzle
2022-07-11,1.0,26.8,21.9,7.6,drizzle
2022-07-12,0.2,27.9,22.8,5.7,drizzle
2022-07-13,2.9,26.7,22.5,6.6,drizzle
2022-07-14,0.7,27.0,23.2,7.5,drizzle
2022-07-15,1.2,26.7,21.7,7.7,drizzle
2022-07-16,4.8,25.9,22.2,7.8,drizzle
2022-07-17,5.1,25.9,23.0,8.0,drizzle
2022-07-18,2.7,25.8,21.6,7.6,drizzle
2022-07-19,2.1,27.0,23.1,7.7,drizzle
2022-07-20,5.8,27.2,22.7,7.1,rain
2022-07-21,23.2,25.4,22.7,6.2,rain
2022-07-22,10.1,26.0,22.8,6.3,rain
2022-07-23,1.6,27.1,23.2,7.6,drizzle
2022-07-24,5.0,26.5,23.2,8.7,drizzle
2022-07-25,0.5,26.6,21.4,7.9,drizzle
2022-07-26,0.5,26.0,20.9,6.8,drizzle
2022-07-27,1.1,26.4,21.9,6.3,drizzle
2022-07-28,0.3,26.6,21.3,6.4,drizzle
2022-07-29,1.3,26.8,21.8,5.6,drizzle
2022-07-30,27.7,24.6,22.5,5.3,rain
2022-07-31,3.2,26.6,23.1,6.3,drizzle
2022-08-01,0.5,27.1,23.9,7.6,drizzle
2022-08-02,4.9,26.2,22.5,5.1,drizzle
2022-08-03,14.9,25.7,22.6,3.9,rain
2022-08-04,6.6,27.1,23.0,6.5,rain
2022-08-05,2.9,27.6,22.6,6.4,drizzle
2022-08-06,1.0,27.1,23.2,6.6,drizzle
2022-08-07,4.3,26.9,22.2,6.1,rain
2022-08-08,0.0,27.5,22.2,6.7,sun
2022-08-09,1.4,27.0,22.0,6.3,drizzle
2022-08-10,0.6,27.5,21.2,5.6,drizzle
2022-08-11,2.9,27.1,22.8,5.2,drizzle
2022-08-12,1.4,27.4,23.6,5.8,drizzle
2022-08-13,0.7,27.3,24.0,7.7,drizzle
2022-08-14,0.7,27.0,22.5,7.7,drizzle
2022-08-15,0.2,27.2,23.0,7.6,drizzle
2022-08-16,0.0,28.1,24.5,8.3,sun
2022-08-17,3.8,25.9,23.0,8.9,drizzle
2022-08-18,0.0,26.9,23.0,8.1,sun
2022-08-19,0.4,27.1,20.8,7.4,drizzle
2022-08-20,0.1,27.0,20.9,8.0,drizzle
2022-08-21,0.1,27.1,21.3,6.9,drizzle
2022-08-22,6.5,26.0,21.3,7.5,rain
2022-08-23,16.6,25.5,22.3,7.0,rain
2022-08-24,3.6,26.6,22.3,8.3,drizzle
2022-08-25,1.4,27.3,21.4,7.6,drizzle
2022-08-26,1.3,26.7,21.3,7.7,drizzle
2022-08-27,10.7,25.5,21.8,6.4,rain
2022-08-28,0.8,27.2,22.3,6.7,drizzle
2022-08-29,0.6,27.1,21.3,6.9,drizzle
2022-08-30,0.0,26.9,21.4,9.8,sun
2022-08-31,0.9,26.5,21.7,8.9,drizzle
2022-09-01,0.6,26.7,21.0,7.7,drizzle
2022-09-02,5.0,26.0,22.2,7.2,drizzle
2022-09-03,0.5,27.6,23.0,6.5,drizzle
2022-09-04,18.3,25.1,22.5,6.3,rain
2022-09-05,27.7,24.6,22.0,7.5,rain
2022-09-06,3.5,26.9,22.2,7.9,drizzle
2022-09-07,1.4,25.9,22.4,8.4,drizzle
2022-09-08,0.3,26.6,22.0,6.8,drizzle
2022-09-09,0.0,27.6,23.3,5.4,sun
2022-09-10,1.1,26.5,21.0,6.2,drizzle
2022-09-11,1.2,26.5,22.2,6.2,drizzle
2022-09-12,0.1,27.1,23.4,6.1,drizzle
2022-09-13,1.5,26.6,23.3,6.7,drizzle
2022-09-14,1.5,26.7,22.2,6.1,drizzle
2022-09-15,0.3,27.5,23.9,5.6,drizzle
2022-09-16,0.0,27.2,23.4,5.0,sun
2022-09-17,0.0,27.4,22.8,5.6,sun
2022-09-18,3.6,26.8,22.5,7.2,drizzle
2022-09-19,0.2,28.1,23.3,7.1,drizzle
2022-09-20,1.5,27.8,22.8,6.2,drizzle
2022-09-21,0.0,27.8,22.8,5.3,sun
2022-09-22,1.5,27.3,23.6,4.8,drizzle
2022-09-23,0.8,27.9,24.3,4.9,drizzle
2022-09-24,0.0,28.6,24.6,4.8,sun
2022-09-25,1.8,27.6,23.4,6.1,drizzle
2022-09-26,1.4,27.7,22.8,7.2,drizzle
2022-09-27,0.0,28.2,23.4,6.7,sun
2022-09-28,0.1,28.0,23.1,6.2,drizzle
2022-09-29,1.4,27.6,23.4,6.1,drizzle
2022-09-30,0.2,28.6,24.2,6.6,drizzle
2022-10-01,0.4,28.2,23.5,6.8,drizzle
2022-10-02,1.8,26.4,22.0,5.7,drizzle
2022-10-03,0.4,28.1,23.5,6.5,drizzle
2022-10-04,0.1,28.6,24.4,6.3,drizzle
2022-10-05,1.2,27.9,24.3,5.7,drizzle
2022-10-06,1.6,27.9,23.8,5.5,drizzle
2022-10-07,1.6,28.4,23.7,6.7,drizzle
2022-10-08,0.9,28.7,23.8,6.3,drizzle
2022-10-09,3.3,28.1,24.0,7.4,drizzle
2022-10-10,3.6,28.3,23.5,7.8,drizzle
2022-10-11,2.0,28.2,23.7,8.8,drizzle
2022-10-12,1.5,28.8,23.6,7.7,drizzle
2022-10-13,2.0,28.2,22.3,7.3,drizzle
2022-10-14,2.6,28.4,22.7,6.6,drizzle
2022-10-15,2.7,27.7,23.0,7.9,drizzle
2022-10-16,1.9,27.5,22.7,7.9,drizzle
2022-10-17,1.9,28.3,22.3,7.4,drizzle
2022-10-18,0.7,28.1,24.8,6.8,drizzle
2022-10-19,2.3,27.8,24.4,7.3,drizzle
2022-10-20,0.1,28.3,24.2,6.8,drizzle
2022-10-21,0.1,29.1,25.0,6.3,drizzle
2022-10-22,1.1,28.8,24.4,5.7,drizzle
2022-10-23,0.1,28.8,24.9,4.9,drizzle
2022-10-24,1.5,28.3,24.5,6.1,drizzle
2022-10-25,0.6,29.0,24.7,6.1,drizzle
2022-10-26,0.1,28.9,25.3,5.4,drizzle
2022-10-27,0.1,29.3,25.0,5.4,drizzle
2022-10-28,0.7,29.5,25.1,6.7,drizzle
2022-10-29,0.8,29.1,24.3,7.0,drizzle
2022-10-30,1.0,28.0,25.1,6.6,drizzle
2022-10-31,0.2,28.5,24.1,4.4,drizzle
2022-11-01,0.2,29.2,25.1,4.4,drizzle
2022-11-02,0.2,29.4,25.5,5.3,drizzle
2022-11-03,0.5,29.9,25.5,5.4,drizzle
2022-11-04,1.7,29.3,25.0,6.3,drizzle
2022-11-05,1.9,28.8,23.8,4.9,drizzle
2022-11-06,2.0,28.8,23.9,5.2,drizzle
2022-11-07,1.2,29.2,23.7,5.3,drizzle
2022-11-08,1.8,29.0,23.2,4.3,drizzle
2022-11-09,1.0,29.2,24.2,5.1,drizzle
2022-11-10,0.1,29.9,24.1,4.9,drizzle
2022-11-11,2.0,29.5,23.7,4.7,drizzle
2022-11-12,4.4,28.3,24.6,5.0,drizzle
2022-11-13,3.4,28.2,23.9,5.3,drizzle
2022-11-14,2.7,29.0,24.6,5.6,drizzle
2022-11-15,2.1,27.9,24.3,5.1,drizzle
2022-11-16,0.4,29.2,24.8,5.4,drizzle
2022-11-17,2.7,29.3,23.8,5.7,drizzle
2022-11-18,3.6,28.9,23.5,4.8,drizzle
2022-11-19,1.5,27.6,24.2,4.9,drizzle
2022-11-20,1.1,29.0,24.7,5.8,drizzle
2022-11-21,0.7,28.4,25.3,6.2,drizzle
2022-11-22,2.6,28.0,24.5,6.1,drizzle
2022-11-23,0.8,29.5,25.3,5.4,drizzle
2022-11-24,0.8,29.0,23.0,4.6,drizzle
2022-11-25,0.7,29.3,25.6,4.9,drizzle
2022-11-26,0.8,29.1,24.9,5.3,drizzle
2022-11-27,0.7,29.3,24.9,4.9,drizzle
2022-11-28,0.5,29.5,25.5,5.3,drizzle
2022-11-29,0.7,29.3,25.4,5.7,drizzle
2022-11-30,1.1,29.2,25.2,4.0,drizzle
2022-12-01,0.6,29.3,25.9,6.0,drizzle
2022-12-02,2.2,29.6,23.8,6.9,drizzle
2022-12-03,0.8,29.3,24.7,6.5,drizzle
2022-12-04,3.0,29.1,23.9,6.2,drizzle
2022-12-05,10.0,28.8,22.7,6.2,rain
2022-12-06,0.8,28.9,24.8,5.3,drizzle
2022-12-07,1.2,28.9,24.4,6.4,drizzle
2022-12-08,0.8,29.0,24.4,4.4,drizzle
2022-12-09,0.5,29.2,25.2,5.2,drizzle
2022-12-10,1.4,29.4,24.9,4.9,drizzle
2022-12-11,1.8,29.3,24.6,5.1,drizzle
2022-12-12,1.5,29.2,25.0,4.7,drizzle
2022-12-13,0.5,29.5,24.7,4.8,drizzle
2022-12-14,0.1,29.4,25.5,4.9,drizzle
2022-12-15,0.2,29.7,25.6,5.0,drizzle
2022-12-16,0.1,29.6,25.4,5.3,drizzle
2022-12-17,0.3,29.8,24.2,4.9,drizzle
2022-12-18,0.3,29.7,25.9,4.9,drizzle
2022-12-19,1.2,29.6,23.3,4.7,drizzle
2022-12-20,1.0,29.6,24.7,4.9,drizzle
2022-12-21,0.2,29.7,25.6,5.1,drizzle
2022-12-22,1.6,29.8,26.1,5.0,drizzle
2022-12-23,0.8,30.0,25.0,5.1,drizzle
2022-12-24,2.8,29.2,23.3,5.4,drizzle
2022-12-25,2.8,28.8,24.6,6.1,drizzle
2022-12-26,1.0,30.1,24.9,5.8,drizzle
2022-12-27,1.4,29.3,24.8,6.2,drizzle
2022-12-28,2.4,29.7,24.2,6.4,rain
2022-12-29,6.8,29.4,23.5,6.1,rain
2022-12-30,2.8,29.7,25.7,6.6,drizzle
2022-12-31,6.2,29.8,22.9,6.8,rain
2023-01-01,3.6,28.1,23.0,5.6,drizzle
2023-01-02,4.8,29.4,23.0,5.8,drizzle
2023-01-03,4.6,29.5,23.3,5.7,drizzle
2023-01-04,0.2,29.4,25.5,5.3,drizzle
2023-01-05,0.9,29.3,25.0,4.8,drizzle
2023-01-06,0.9,29.2,23.5,4.9,drizzle
2023-01-07,0.3,29.5,25.2,5.6,drizzle
2023-01-08,2.6,28.9,24.8,5.5,drizzle
2023-01-09,0.8,29.8,25.5,5.3,drizzle
2023-01-10,1.1,29.8,25.7,5.0,drizzle
2023-01-11,6.3,29.6,23.5,5.7,rain
2023-01-12,1.3,29.7,25.1,5.1,drizzle
2023-01-13,0.9,29.7,24.6,4.9,drizzle
2023-01-14,0.3,29.9,26.1,5.7,drizzle
2023-01-15,7.5,28.3,23.3,4.5,rain
2023-01-16,0.1,29.3,23.3,5.1,drizzle
2023-01-17,5.3,27.8,24.1,5.9,drizzle
2023-01-18,16.3,27.2,23.9,5.7,rain
2023-01-19,5.4,27.8,23.3,5.2,drizzle
2023-01-20,0.6,28.9,23.4,4.9,drizzle
2023-01-21,0.0,29.5,25.1,4.3,sun
2023-01-22,2.0,29.1,25.4,4.4,drizzle
2023-01-23,2.3,29.4,24.7,5.5,drizzle
2023-01-24,1.1,28.7,23.8,5.5,drizzle
2023-01-25,1.4,29.0,24.8,4.6,drizzle
2023-01-26,2.6,29.4,24.6,4.2,drizzle
2023-01-27,1.0,29.6,24.3,5.2,drizzle
2023-01-28,0.6,30.1,26.1,6.4,drizzle
2023-01-29,0.2,29.8,25.4,5.8,drizzle
2023-01-30,1.5,29.3,24.9,6.8,drizzle
2023-01-31,0.5,30.6,26.3,6.0,drizzle
2023-02-01,0.6,29.9,26.6,5.2,drizzle
2023-02-02,0.3,30.4,26.0,6.2,drizzle
2023-02-03,0.3,30.5,26.3,5.9,drizzle
2023-02-04,2.2,29.5,26.1,6.4,drizzle
2023-02-05,1.0,30.1,24.7,4.6,drizzle
2023-02-06,10.4,27.4,23.6,5.7,rain
2023-02-07,0.9,30.0,24.8,7.2,drizzle
2023-02-08,0.2,29.8,24.5,5.2,drizzle
2023-02-09,2.8,29.7,24.7,6.8,drizzle
2023-02-10,2.3,29.7,24.8,6.4,drizzle
2023-02-11,0.8,29.6,24.9,6.0,drizzle
2023-02-12,0.6,30.1,23.8,6.0,drizzle
2023-02-13,1.3,30.3,25.2,6.8,drizzle
2023-02-14,0.8,29.9,25.5,6.1,drizzle
2023-02-15,3.3,30.1,24.0,6.2,drizzle
2023-02-16,2.0,29.9,25.0,5.8,drizzle
2023-02-17,0.6,30.0,26.1,5.7,drizzle
2023-02-18,0.3,30.7,26.3,5.2,drizzle
2023-02-19,6.7,29.6,25.0,5.2,rain
2023-02-20,2.5,30.0,25.0,6.7,drizzle
2023-02-21,0.1,30.2,26.4,7.3,drizzle
2023-02-22,13.4,28.8,23.4,6.2,rain
2023-02-23,4.3,28.7,22.9,6.6,rain
2023-02-24,3.2,28.8,23.9,5.1,drizzle
2023-02-25,1.7,28.6,24.0,4.6,drizzle
2023-02-26,2.4,29.9,26.0,5.2,drizzle
2023-02-27,2.9,29.2,26.4,6.7,rain
2023-02-28,0.1,30.7,26.7,6.2,drizzle
2023-03-01,2.6,30.0,25.8,6.4,rain
2023-03-02,5.8,28.7,25.1,6.7,drizzle
2023-03-03,0.3,30.4,26.2,6.0,drizzle
2023-03-04,0.7,29.9,26.0,6.7,drizzle
2023-03-05,0.3,29.9,26.3,6.3,drizzle
2023-03-06,0.5,30.2,26.7,6.4,drizzle
2023-03-07,0.7,30.5,26.2,7.1,drizzle
2023-03-08,4.0,28.5,24.6,7.0,drizzle
2023-03-09,0.9,30.2,25.7,7.5,drizzle
2023-03-10,0.2,30.3,26.0,5.5,drizzle
2023-03-11,0.8,30.5,25.6,5.3,drizzle
2023-03-12,0.0,30.8,25.4,5.9,sun
2023-03-13,1.5,30.3,25.3,5.3,drizzle
2023-03-14,2.0,30.4,24.1,5.1,drizzle
2023-03-15,5.7,28.8,23.6,4.7,rain
2023-03-16,20.0,28.0,23.1,4.8,rain
2023-03-17,3.3,28.1,23.5,3.9,drizzle
2023-03-18,27.9,27.8,23.4,3.1,rain
2023-03-19,7.5,25.9,22.5,2.6,rain
2023-03-20,0.8,28.9,24.0,5.0,drizzle
2023-03-21,7.9,27.4,23.1,4.1,rain
2023-03-22,11.3,27.8,22.9,5.6,rain
2023-03-23,0.9,29.1,24.1,6.2,drizzle
2023-03-24,1.1,28.5,24.0,4.2,drizzle
2023-03-25,4.4,28.2,24.3,4.1,drizzle
2023-03-26,17.1,28.7,24.4,5.7,rain
2023-03-27,1.2,28.9,25.0,5.5,drizzle
2023-03-28,5.0,29.2,24.6,4.6,drizzle
2023-03-29,13.3,27.6,24.5,4.3,rain
2023-03-30,11.2,28.3,23.7,4.9,rain
2023-03-31,0.5,29.1,23.3,5.1,drizzle
2023-04-01,0.1,29.3,23.5,5.2,drizzle
2023-04-02,0.0,29.4,24.0,3.8,sun
2023-04-03,0.2,29.5,23.7,4.3,drizzle
2023-04-04,15.0,28.7,24.0,5.3,rain
2023-04-05,2.4,29.2,23.8,5.1,drizzle
2023-04-06,5.2,29.5,25.0,5.2,drizzle
2023-04-07,1.4,28.8,24.5,5.1,drizzle
2023-04-08,7.8,28.7,24.3,5.1,rain
2023-04-09,2.1,28.6,23.9,5.4,drizzle
2023-04-10,2.1,28.8,24.0,5.5,drizzle
2023-04-11,0.0,29.1,25.9,5.0,sun
2023-04-12,0.5,29.2,24.3,6.9,drizzle
2023-04-13,2.6,29.1,24.7,5.9,drizzle
2023-04-14,2.8,28.8,24.9,4.7,drizzle
2023-04-15,6.2,29.2,26.1,6.0,rain
2023-04-16,5.1,28.2,24.3,4.9,rain
2023-04-17,2.4,28.9,23.9,4.6,drizzle
2023-04-18,1.7,28.7,24.2,3.6,drizzle
2023-04-19,0.0,29.1,24.0,3.2,sun
2023-04-20,1.2,29.4,24.8,4.0,drizzle
2023-04-21,1.4,29.2,24.4,4.9,drizzle
2023-04-22,0.5,30.0,25.1,6.9,drizzle
2023-04-23,0.8,29.4,25.1,5.9,drizzle
2023-04-24,1.3,29.0,24.2,5.9,drizzle
2023-04-25,11.1,27.8,24.3,5.6,rain
2023-04-26,1.9,29.5,24.3,6.4,drizzle
2023-04-27,0.1,29.5,23.9,4.5,drizzle
2023-04-28,2.0,29.9,24.6,4.9,drizzle
2023-04-29,0.7,28.8,24.1,4.3,drizzle
2023-04-30,6.7,27.3,24.7,4.9,rain
2023-05-01,0.8,29.2,24.1,4.2,drizzle
2023-05-02,0.1,28.9,23.7,4.6,drizzle
2023-05-03,1.3,29.2,23.9,4.6,drizzle
2023-05-04,8.8,28.2,24.2,4.4,rain
2023-05-05,1.9,29.4,24.7,5.4,drizzle
2023-05-06,2.3,29.2,25.3,5.8,drizzle
2023-05-07,2.2,29.3,23.7,6.4,drizzle
2023-05-08,2.3,29.2,24.3,5.5,drizzle
2023-05-09,1.3,29.1,23.9,5.6,drizzle
2023-05-10,0.5,28.5,23.9,4.3,drizzle
2023-05-11,0.9,29.4,24.0,4.7,drizzle
2023-05-12,0.0,29.3,25.5,4.8,sun
2023-05-13,0.5,29.5,23.5,4.4,drizzle
2023-05-14,2.9,29.6,24.6,4.8,drizzle
2023-05-15,0.4,29.5,26.5,5.3,drizzle
2023-05-16,0.7,29.4,25.1,4.9,drizzle
2023-05-17,4.8,27.9,24.8,4.8,drizzle
2023-05-18,10.3,29.2,24.4,6.2,rain
2023-05-19,0.8,28.4,24.5,5.2,drizzle
2023-05-20,1.0,28.9,24.0,6.1,drizzle
2023-05-21,0.7,28.7,24.0,5.3,drizzle
2023-05-22,4.2,29.1,24.0,6.5,rain
2023-05-23,8.2,28.6,23.1,7.5,drizzle
2023-05-24,11.1,28.4,23.6,4.2,rain
2023-05-25,3.4,28.2,23.9,6.8,drizzle
2023-05-26,0.0,29.5,26.7,6.3,sun
2023-05-27,1.2,29.2,24.7,5.6,drizzle
2023-05-28,5.4,28.6,24.3,6.0,rain
2023-05-29,13.6,26.2,23.2,4.6,rain
2023-05-30,3.0,28.8,23.8,7.2,drizzle
2023-05-31,1.1,28.1,23.6,5.4,drizzle
2023-06-01,0.7,28.2,23.2,4.4,drizzle
2023-06-02,1.1,28.8,24.5,6.4,drizzle
2023-06-03,0.4,28.8,24.4,6.4,drizzle
2023-06-04,1.4,28.9,23.7,7.3,drizzle
2023-06-05,1.2,29.1,23.6,6.7,drizzle
2023-06-06,1.7,29.0,22.8,5.1,drizzle
2023-06-07,12.6,27.4,23.3,5.1,rain
2023-06-08,7.2,27.7,22.8,6.2,rain
2023-06-09,13.9,26.2,23.3,5.0,rain
2023-06-10,0.2,28.9,23.9,5.8,drizzle
2023-06-11,54.6,25.1,23.2,6.7,rain
2023-06-12,5.0,27.7,23.6,6.1,rain
2023-06-13,1.4,28.4,24.3,6.3,drizzle
2023-06-14,17.3,26.7,23.8,4.8,rain
2023-06-15,5.2,27.3,23.7,5.8,rain
2023-06-16,4.8,27.6,23.3,7.4,rain
2023-06-17,36.9,25.4,23.5,5.2,rain
2023-06-18,0.6,27.7,23.0,5.7,drizzle
2023-06-19,0.3,28.3,23.2,5.2,drizzle
2023-06-20,3.4,27.4,23.4,6.5,drizzle
2023-06-21,2.4,27.3,22.9,7.6,drizzle
2023-06-22,6.7,26.8,22.6,8.1,drizzle
2023-06-23,9.3,26.5,23.4,7.5,drizzle
2023-06-24,4.6,27.9,23.1,6.3,drizzle
2023-06-25,8.9,26.6,22.7,7.2,rain
2023-06-26,20.8,26.0,23.2,5.4,rain
2023-06-27,12.9,27.4,23.4,5.9,rain
2023-06-28,18.1,25.6,23.2,6.6,rain
2023-06-29,11.3,26.7,23.3,5.1,rain
2023-06-30,26.8,25.2,23.3,6.4,rain
2023-07-01,1.1,27.4,22.6,5.5,drizzle
2023-07-02,5.7,25.4,23.1,4.8,rain
2023-07-03,5.2,26.1,22.9,5.8,rain
2023-07-04,5.2,27.0,22.9,8.5,rain
2023-07-05,3.3,27.3,22.4,8.3,drizzle
2023-07-06,10.5,26.3,23.0,7.0,rain
2023-07-07,27.7,25.2,22.3,4.1,rain
2023-07-08,6.4,26.8,22.5,4.9,rain
2023-07-09,4.5,27.7,23.5,5.5,drizzle
2023-07-10,0.1,27.8,24.3,5.4,drizzle
2023-07-11,0.3,27.6,21.8,6.7,drizzle
2023-07-12,0.3,27.4,22.6,6.0,drizzle
2023-07-13,1.4,27.5,22.6,4.3,drizzle
2023-07-14,0.0,28.3,22.4,3.8,sun
2023-07-15,3.1,27.8,24.2,5.2,drizzle
2023-07-16,3.9,25.9,23.0,6.7,drizzle
2023-07-17,1.2,27.1,22.2,6.4,drizzle
2023-07-18,4.2,27.3,22.7,7.5,drizzle
2023-07-19,2.2,27.8,22.2,8.1,drizzle
2023-07-20,0.3,27.1,24.4,8.5,drizzle
2023-07-21,1.3,27.2,23.3,7.1,drizzle
2023-07-22,4.3,26.5,21.7,7.2,drizzle
2023-07-23,1.2,27.5,23.0,7.5,drizzle
2023-07-24,2.7,27.0,22.1,7.2,drizzle
2023-07-25,1.0,27.5,21.9,6.6,drizzle
2023-07-26,1.2,27.9,22.6,6.2,drizzle
2023-07-27,2.6,27.6,22.6,5.9,drizzle
2023-07-28,4.0,27.8,23.9,6.8,drizzle
2023-07-29,0.3,28.3,22.2,4.8,drizzle
2023-07-30,1.3,26.9,23.5,6.5,drizzle
2023-07-31,0.0,27.8,22.0,6.7,sun
2023-08-01,0.7,27.2,21.8,5.3,drizzle
2023-08-02,1.5,28.2,21.9,6.3,drizzle
2023-08-03,2.6,27.1,23.3,7.2,drizzle
2023-08-04,0.0,27.1,21.5,5.5,sun
2023-08-05,0.7,27.2,22.0,5.6,drizzle
2023-08-06,3.1,28.1,23.3,6.8,drizzle
2023-08-07,1.6,27.5,23.4,7.3,drizzle
2023-08-08,4.8,26.6,23.6,5.2,drizzle
2023-08-09,0.3,27.8,24.0,7.4,drizzle
2023-08-10,3.9,27.0,22.3,7.3,drizzle
2023-08-11,0.3,27.7,22.2,7.1,drizzle
2023-08-12,1.1,26.8,22.0,7.2,drizzle
2023-08-13,1.7,26.3,21.6,7.1,drizzle
2023-08-14,11.1,25.6,22.0,7.2,rain
2023-08-15,0.4,27.2,23.0,7.4,drizzle
2023-08-16,2.0,27.3,22.7,6.5,drizzle
2023-08-17,1.0,27.9,22.8,6.8,drizzle
2023-08-18,5.4,27.2,22.5,5.9,drizzle
2023-08-19,15.6,25.9,22.8,5.6,rain
2023-08-20,3.8,26.3,22.0,5.2,drizzle
2023-08-21,2.3,27.7,24.1,6.0,drizzle
2023-08-22,2.9,27.6,23.6,5.7,drizzle
2023-08-23,2.5,27.7,23.4,5.2,drizzle
2023-08-24,2.3,27.3,24.1,6.8,drizzle
2023-08-25,0.1,27.8,24.1,5.1,drizzle
2023-08-26,0.4,28.3,21.1,3.5,drizzle
2023-08-27,0.4,28.5,23.2,3.6,drizzle
2023-08-28,1.0,28.5,24.0,4.5,drizzle
2023-08-29,3.5,28.0,24.0,5.4,drizzle
2023-08-30,2.1,28.3,23.8,5.3,drizzle
2023-08-31,1.5,27.6,23.7,5.6,drizzle
2023-09-01,0.0,28.6,23.8,4.3,sun
2023-09-02,4.0,27.8,23.5,6.2,drizzle
2023-09-03,1.4,27.9,23.4,7.6,drizzle
2023-09-04,2.0,28.1,23.5,6.7,drizzle
2023-09-05,4.1,28.0,22.5,7.5,drizzle
2023-09-06,1.7,28.1,22.8,6.2,drizzle
2023-09-07,6.2,26.8,22.4,7.0,rain
2023-09-08,3.3,27.4,22.8,7.6,drizzle
2023-09-09,4.6,26.6,22.4,7.2,drizzle
2023-09-10,3.4,27.3,23.0,7.1,drizzle
2023-09-11,1.0,27.9,23.2,7.2,drizzle
2023-09-12,6.1,27.4,22.9,6.3,drizzle
2023-09-13,6.2,26.8,22.8,7.9,drizzle
2023-09-14,1.5,27.8,24.0,6.9,drizzle
2023-09-15,0.1,27.7,23.5,5.3,drizzle
2023-09-16,0.2,27.8,24.1,6.5,drizzle
2023-09-17,4.2,27.6,23.1,8.2,drizzle
2023-09-18,3.1,28.0,23.8,7.5,drizzle
2023-09-19,11.6,27.4,22.6,6.5,rain
2023-09-20,1.7,27.8,24.0,7.1,drizzle
2023-09-21,2.1,27.5,24.3,7.4,drizzle
2023-09-22,2.1,28.1,23.7,7.1,drizzle
2023-09-23,3.1,27.6,23.3,5.1,drizzle
2023-09-24,2.7,28.4,23.5,6.1,drizzle
2023-09-25,0.0,28.0,24.2,4.9,sun
2023-09-26,1.1,28.7,24.4,5.8,drizzle
2023-09-27,0.6,28.5,24.4,4.7,drizzle
2023-09-28,0.1,28.3,23.8,4.2,drizzle
2023-09-29,0.3,28.7,24.7,5.8,drizzle
2023-09-30,1.4,28.4,24.7,7.0,drizzle
2023-10-01,0.7,28.3,23.8,6.1,drizzle
2023-10-02,0.0,29.1,21.9,5.2,sun
2023-10-03,0.5,28.7,24.9,5.4,drizzle
2023-10-04,1.0,28.1,25.2,5.2,drizzle
2023-10-05,0.2,28.8,24.9,5.9,drizzle
2023-10-06,2.5,28.7,24.5,7.1,drizzle
2023-10-07,1.2,29.4,24.7,5.4,drizzle
2023-10-08,2.3,28.4,23.9,6.3,drizzle
